name,gender,date_of_birth,age,height,international,team,team_foundation,position,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,attempts_from_set_pieces,away_goals,backward_passes,clean_sheets,corners_won,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,goal_assists,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,interceptions,left_foot_goals,offsides,own_goal_scored,penalties_conceded,penalties_off_target,penalties_saved,penalty_goals,penalty_goals_conceded,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_dribbles,successful_fifty_fifty,successful_long_passes,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,time_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_passes,total_red_cards,total_shots,total_tackles,touches,unsuccessful_corners_into_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
Yan Eteki,M,1997-08-26,25,180,FALSE,Granada CF,1931-01-01,Midfielder,15,8,7,12,0,0,17,0,0,57,38,19,16,49,8,0,12,0,0,6,6,0,0,0,42,30,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,3,10,0,0,1,5,4,91,3,3,38,0,337,9,6,18,5,127,0,1,6,182,0,2,8,21,11,24,0,3
Yangel Herrera,M,1998-01-07,25,184,TRUE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,116,60,56,23,0,0,134,5,3,306,157,149,51,280,28,0,23,1,1,24,24,0,1,0,190,97,93,2,0,0,1,19,0,1,0,0,0,0,0,2,1,1,218,0,0,0,11,2,0,8,4,0,2,19,18,22,678,10,31,38,1,1650,34,32,44,34,857,1,13,41,1177,0,11,18,120,44,139,1,5
Yannick Carrasco,M,1993-09-04,29,185,TRUE,Atletico de Madrid,1903-04-26,Midfielder,23,14,9,34,0,2,303,3,36,331,162,169,59,213,16,0,34,6,6,34,28,6,6,0,308,148,160,5,0,3,4,19,2,13,0,0,0,0,2,5,0,4,394,0,0,0,21,12,0,14,6,17,42,88,28,25,799,15,19,38,8,2589,100,12,30,39,1022,0,33,34,1756,25,48,34,246,43,164,3,5
Yassine Bounou,M,1991-04-05,31,192,TRUE,Sevilla FC,1905-10-14,Goalkeeper,8,1,7,31,0,0,0,13,0,12,1,11,1,424,0,0,31,2,0,24,18,6,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,278,1,76,0,0,0,0,0,0,0,0,1,1,186,520,0,0,38,0,2790,0,23,0,3,954,0,0,0,1207,0,0,241,175,73,7,0,2
Yeray Álvarez,M,1995-01-24,28,182,FALSE,Athletic Club,1898-12-31,Defender,98,41,57,22,0,0,42,6,0,168,73,95,50,421,14,0,22,0,0,20,18,2,0,0,70,32,38,3,0,0,0,45,0,1,0,0,0,0,0,2,0,0,269,0,0,0,4,0,0,1,1,0,0,2,32,80,751,10,14,38,0,1859,4,95,23,13,1013,0,4,24,1269,0,1,93,113,72,89,0,6
Yeremi Pino,M,2002-10-20,20,172,FALSE,Villarreal CF,1923-03-10,Forward,43,27,16,31,0,0,163,0,11,229,122,107,59,106,16,0,31,4,6,20,20,0,6,0,186,95,91,2,1,0,6,6,1,10,0,0,0,0,0,1,0,4,52,0,0,0,9,15,0,19,10,0,4,25,22,8,396,18,14,38,1,1685,54,6,29,34,512,0,24,32,873,0,31,7,105,14,101,1,2
Yoel Ramírez,M,2002-02-05,20,184,FALSE,CA Osasuna,1920-11-17,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youssef En-Nesyri,M,1997-06-01,25,189,TRUE,Sevilla FC,1905-10-14,Forward,96,51,45,23,0,2,58,1,3,160,91,69,35,41,6,1,23,1,5,5,3,2,5,0,64,40,24,0,3,1,3,4,2,18,0,0,0,0,1,1,0,0,38,0,0,0,20,14,0,12,8,0,0,4,15,6,115,5,5,38,1,1279,22,18,11,10,182,0,34,10,357,0,10,4,54,12,57,2,1
Youssouf Sabaly,M,1993-03-05,29,173,TRUE,Real Betis,1907-09-12,Defender,19,9,10,10,0,0,86,4,2,71,34,37,10,166,1,0,10,1,0,8,8,0,0,0,52,25,27,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,14,0,0,0,3,1,0,1,1,0,2,6,4,10,336,2,10,38,0,789,14,15,5,9,409,0,4,12,629,0,7,18,53,25,45,0,1
Yunus Musah,M,2002-11-29,20,178,FALSE,Valencia CF,1919-03-18,Midfielder,37,21,16,29,0,1,74,0,21,191,100,91,40,96,9,0,29,0,1,18,18,0,1,0,154,79,75,0,0,0,0,14,0,0,0,1,0,0,0,3,0,1,59,0,0,0,2,2,0,12,16,0,4,36,14,16,247,10,13,38,0,1259,42,10,24,16,340,0,4,23,617,1,28,4,89,13,73,0,5
Yuri Berchiche,M,1990-02-10,32,181,FALSE,Athletic Club,1898-12-31,Defender,29,8,21,14,1,0,55,2,6,104,31,73,10,213,5,0,14,2,1,10,9,1,1,0,75,23,52,1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,194,0,0,0,2,3,0,3,3,0,4,8,3,23,368,14,11,38,0,1015,10,19,7,19,493,0,5,25,800,0,3,23,86,45,79,0,3
Álex Collado,M,1999-04-22,23,177,FALSE,Granada CF,1931-01-01,Midfielder,23,17,6,17,1,0,71,1,9,157,94,63,30,101,12,0,17,1,2,16,15,1,1,1,134,77,57,0,0,0,2,6,2,0,0,0,0,0,0,2,0,0,50,0,0,0,4,8,0,10,4,6,8,14,9,9,246,15,12,38,2,1025,43,8,15,16,314,0,12,27,603,13,24,11,83,10,48,1,1
Alejandro Fernández Iglesias,M,1992-10-15,30,182,FALSE,Cadiz CF,1910-09-10,Midfielder,48,30,18,32,0,1,135,5,11,221,124,97,44,338,7,0,32,2,3,32,32,0,3,0,173,94,79,1,1,1,2,30,1,2,0,0,0,0,1,7,0,1,241,0,0,0,5,8,0,8,10,7,13,9,19,63,726,16,31,38,2,2051,40,25,15,23,964,0,13,47,1353,22,13,60,177,54,115,0,2
Alexandre Moreno Lopera,M,1993-06-08,29,179,FALSE,Real Betis,1907-09-12,Forward,60,36,24,30,0,0,222,7,26,310,149,161,57,451,20,1,30,3,5,30,28,2,4,1,250,113,137,1,1,2,5,34,2,3,0,0,0,0,0,2,0,2,329,0,0,0,11,8,1,5,2,0,13,23,34,29,769,36,40,38,0,2407,56,68,33,38,1047,1,19,76,1871,0,38,77,223,97,172,1,3
Alejandro Remiro Gargallo,M,1995-03-24,27,191,FALSE,Real Sociedad,1909-09-07,Goalkeeper,4,0,4,35,0,0,0,19,0,7,0,7,3,647,0,0,35,0,0,32,27,5,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,195,1,80,0,0,0,0,0,0,0,0,0,1,272,555,0,0,38,0,3150,0,31,0,3,1131,0,0,0,1401,0,0,293,228,76,11,0,1
Álvaro García Rivera,M,1992-10-27,30,167,FALSE,Rayo Vallecano,1924-05-20,Midfielder,28,23,5,36,0,3,178,4,39,206,112,94,75,261,14,0,36,4,7,44,38,6,7,0,178,89,89,2,0,4,4,42,3,11,0,0,0,0,0,6,0,4,281,0,0,0,32,24,0,10,2,2,42,22,31,28,551,19,23,38,2,3005,41,15,23,25,825,0,56,42,1465,1,28,51,348,50,195,3,6
Álvaro García,M,2000-06-01,22,184,FALSE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Álvaro Negredo,M,1985-08-20,37,186,FALSE,Cadiz CF,1910-09-10,Forward,229,114,115,34,1,3,138,5,13,332,158,174,54,145,8,1,34,2,7,30,27,3,7,0,103,44,59,2,3,0,4,2,4,11,0,1,0,0,2,7,0,0,90,0,0,0,28,29,0,9,10,0,5,21,23,34,280,2,3,38,4,2157,30,23,16,34,523,0,57,5,831,0,13,20,187,32,189,2,3
Ángel Algobia,M,1999-06-23,23,180,FALSE,Getafe CF,1983-03-30,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ángel Correa,M,1995-03-09,27,171,TRUE,Atletico de Madrid,1903-04-26,Forward,22,16,6,36,0,6,195,1,18,213,133,80,59,151,14,0,36,5,12,21,18,3,10,2,191,117,74,0,1,2,6,10,2,10,0,0,0,0,0,5,0,9,106,0,0,0,10,23,1,16,15,2,5,32,22,12,446,8,8,38,6,1856,71,3,24,27,599,1,33,16,1005,8,23,15,149,21,126,4,3
Ángel Montoro,M,1988-06-25,34,181,FALSE,Granada CF,1931-01-01,Midfielder,26,18,8,24,0,1,92,0,11,124,72,52,38,232,16,0,24,1,1,30,29,1,0,1,98,54,44,1,0,0,0,11,0,2,0,0,0,0,0,4,0,1,155,0,0,0,11,5,0,9,11,9,13,0,22,53,426,13,13,38,1,1329,16,26,29,18,617,0,16,26,840,15,3,51,144,26,87,0,5
Ángel Rodríguez,M,1987-04-26,35,172,FALSE,RCD Mallorca,1916-03-06,Forward,49,30,19,29,0,2,79,0,4,181,111,70,49,56,20,1,29,2,4,26,22,4,4,0,132,81,51,4,1,2,2,3,0,17,0,0,0,0,0,4,0,3,58,0,0,0,14,11,0,18,10,0,2,13,22,9,175,6,9,38,2,1549,31,11,37,23,251,0,25,15,495,0,10,7,63,12,60,2,4
Íñigo Lekue,M,1993-05-04,29,180,FALSE,Athletic Club,1898-12-31,Defender,35,17,18,25,0,0,81,7,16,155,83,72,33,395,8,0,25,2,0,23,22,1,0,0,120,66,54,1,0,0,0,23,0,0,0,0,0,0,0,3,0,0,138,0,0,0,1,1,0,4,3,0,17,13,21,58,577,9,23,38,0,1927,26,51,19,9,876,0,2,32,1485,0,16,88,209,81,153,0,3
Íñigo Martínez,M,1991-05-17,31,182,TRUE,Athletic Club,1898-12-31,Defender,121,49,72,27,3,1,68,13,3,215,89,126,62,518,14,0,27,0,3,18,17,1,3,0,94,40,54,2,3,0,2,39,0,2,0,1,0,0,0,1,1,0,370,0,0,0,10,9,1,1,1,0,3,2,39,121,824,15,13,38,0,2343,3,137,33,27,1193,2,19,28,1550,0,0,146,177,79,102,1,7
Óliver Torres,M,1994-11-10,28,178,FALSE,Sevilla FC,1905-10-14,Midfielder,24,19,5,26,0,0,125,0,4,143,84,59,24,188,15,0,26,3,2,16,14,2,2,0,119,65,54,1,0,1,2,6,0,2,0,0,0,0,0,1,0,2,164,0,0,0,5,5,0,10,15,1,5,15,11,58,448,10,12,38,3,1006,32,4,17,17,616,0,10,22,822,3,11,36,106,24,74,0,2
Óscar De Marcos,M,1989-04-14,33,182,FALSE,Athletic Club,1898-12-31,Defender,39,16,23,22,0,0,88,3,14,151,67,84,36,375,11,0,22,2,1,13,13,0,0,1,112,51,61,5,0,0,1,19,0,3,0,0,0,0,0,2,0,1,45,0,0,0,0,3,0,10,3,0,9,4,22,35,608,13,37,38,0,1683,16,26,25,8,867,0,3,50,1328,0,9,56,196,67,168,1,4
Óscar Duarte,M,1989-06-03,33,186,TRUE,Levante UD,1909-09-07,Defender,105,37,68,23,0,1,44,2,0,168,78,90,33,363,10,0,23,0,2,36,29,7,2,0,63,41,22,0,2,0,1,24,0,2,0,0,0,0,0,3,0,0,259,0,0,0,12,5,0,5,3,0,0,1,21,98,709,10,8,38,0,1774,2,98,26,4,965,0,17,18,1187,0,1,68,96,62,90,0,5
Óscar Gil,M,1998-04-26,24,173,FALSE,RCD Espanyol de Barcelona,1900-10-23,Defender,30,24,6,22,0,0,161,4,7,200,105,95,51,162,23,0,22,2,0,21,20,1,0,0,170,81,89,2,0,0,0,19,0,2,0,0,0,0,0,1,0,0,22,0,0,0,4,1,0,12,2,0,8,13,29,20,455,17,35,38,0,1696,26,22,36,24,557,0,5,52,1032,0,14,26,75,37,56,0,7
Óscar Melendo,M,1997-08-23,25,167,FALSE,RCD Espanyol de Barcelona,1900-10-23,Midfielder,22,15,7,21,0,0,100,0,0,118,49,69,22,95,2,0,21,0,0,20,19,1,0,0,96,34,62,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,85,0,0,0,5,0,0,14,7,0,1,15,12,13,375,6,5,38,3,996,16,9,9,37,426,0,5,11,571,0,3,8,28,13,30,0,0
Óscar Mingueza,M,1999-05-13,23,184,FALSE,FC Barcelona,1899-11-29,Defender,15,6,9,19,0,0,97,2,4,75,31,44,14,200,8,0,19,1,0,10,8,2,0,0,60,25,35,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,75,0,0,0,1,1,0,6,10,0,9,6,6,24,560,14,11,38,2,891,6,18,12,4,654,0,2,25,862,0,1,25,72,21,45,0,2
Óscar Rodríguez,M,1998-06-28,24,174,FALSE,Getafe CF,1983-03-30,Midfielder,24,15,9,18,9,0,61,0,11,98,52,46,30,149,5,0,18,1,0,9,9,0,0,0,74,37,37,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,96,0,0,0,11,8,0,8,9,4,12,10,13,29,272,5,11,38,2,943,21,5,8,11,381,0,19,16,582,9,9,24,90,21,56,0,3
Óscar Trejo,M,1988-04-26,34,180,FALSE,Rayo Vallecano,1924-05-20,Forward,55,30,25,32,0,0,204,0,11,446,229,217,73,297,40,0,32,9,3,21,19,2,3,0,391,199,192,5,0,0,3,13,0,4,0,0,0,0,3,3,0,3,228,0,0,0,6,9,0,22,8,24,37,82,41,36,717,18,24,38,5,2023,111,11,59,68,916,0,15,42,1564,35,45,22,221,23,141,1,13
Óscar Valentín,M,1994-08-20,28,177,FALSE,Rayo Vallecano,1924-05-20,Midfielder,85,48,37,35,0,0,151,2,1,381,173,208,77,445,33,0,35,0,0,38,34,4,0,0,296,125,171,1,0,0,0,39,0,0,0,1,0,0,0,4,0,0,325,0,0,0,6,2,0,16,6,0,1,16,41,91,1010,49,53,38,0,2575,15,43,50,55,1314,0,8,102,1762,0,4,69,153,62,144,0,8
